seed,cup,stake,policy,shop_policy,ante_reached,victory,defeat_ante,defeat_blind,gold_earned,gold_final,interest_earned,hands_aces,hands_twos,hands_threes,hands_fours,hands_fives,hands_sixes,hands_three_of_a_kind,hands_four_of_a_kind,hands_full_house,hands_small_straight,hands_large_straight,hands_yahtzee,hands_chance,relics_final,max_hand_score,max_hand_figure
3934,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,144,sixes
3935,standard,3,grid-aware,budget,3,false,3,small,28,4,0,0,1,2,2,3,4,2,2,2,1,1,0,4,cracked_die;triplet_master;polished_stone;cracked_die;clay_piggy_bank,704,full_house
3936,standard,3,grid-aware,budget,1,false,1,boss,11,3,0,0,0,1,1,3,3,0,1,1,0,1,0,1,clay_piggy_bank;clay_piggy_bank,240,large_straight
3937,standard,3,grid-aware,budget,1,false,1,big,4,0,0,0,0,0,2,2,2,0,0,0,1,0,0,0,clay_piggy_bank,144,sixes
3938,standard,3,grid-aware,budget,2,false,2,big,18,2,0,0,0,0,3,3,5,1,1,0,2,0,0,3,polished_stone;triplet_master;triplet_master;clay_piggy_bank,480,four_of_a_kind
3939,standard,3,grid-aware,budget,1,false,1,boss,8,0,0,0,0,0,3,3,2,0,1,0,2,0,0,0,triplet_master;cracked_die,200,fives
3940,standard,3,grid-aware,budget,2,false,2,boss,27,3,0,1,0,1,1,5,3,3,2,1,1,2,1,0,triplet_master;clay_piggy_bank;polished_stone;clay_piggy_bank;polished_stone,480,large_straight
3941,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,126,sixes
3942,standard,3,grid-aware,budget,3,false,3,boss,59,17,3,0,0,1,2,6,9,0,1,2,3,3,0,1,clay_piggy_bank;stellar_alignment;polished_stone;polished_stone;cracked_die,1425,large_straight
3943,standard,3,grid-aware,budget,1,false,1,big,4,4,0,0,0,0,1,2,1,0,0,1,1,0,0,1,,196,full_house
3944,standard,3,grid-aware,budget,2,false,2,big,29,9,0,0,0,0,1,5,5,1,0,0,4,1,0,1,polished_stone;triplet_master;clay_piggy_bank;clay_piggy_bank;clay_piggy_bank,306,three_of_a_kind
3945,standard,3,grid-aware,budget,3,false,3,big,50,14,1,0,1,2,0,3,6,0,3,4,2,0,0,6,cracked_die;clay_piggy_bank;triplet_master;cracked_die;clay_piggy_bank,990,four_of_a_kind
3946,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,2,2,2,0,0,0,0,0,0,1,clay_piggy_bank,144,sixes
3947,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,126,sixes
3948,standard,3,grid-aware,budget,2,false,2,big,18,0,0,0,1,0,1,3,4,2,2,0,1,1,1,1,cracked_die;full_house_architect;triplet_master,420,yahtzee
3949,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,126,sixes
3950,standard,3,grid-aware,budget,2,false,2,big,17,1,0,0,0,0,3,4,5,0,3,0,1,1,0,1,cracked_die;triplet_master;polished_stone,525,large_straight
3951,standard,3,grid-aware,budget,2,false,2,boss,21,1,0,0,0,2,1,5,5,0,0,1,6,0,0,2,polished_stone;triplet_master;polished_stone;triplet_master;triplet_master,348,full_house
3952,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,1,2,2,0,1,0,1,0,0,1,triplet_master,144,sixes
3953,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,108,sixes
3954,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,108,sixes
3955,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,1,2,1,1,0,1,0,0,0,clay_piggy_bank,132,four_of_a_kind
3956,standard,3,grid-aware,budget,2,false,2,boss,32,6,0,0,1,1,4,4,6,1,1,0,0,2,0,1,clay_piggy_bank;polished_stone;cracked_die;pyramid_of_sixes;clay_piggy_bank,630,large_straight
3957,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,108,sixes
3958,standard,3,grid-aware,budget,3,false,3,boss,69,29,7,0,0,0,1,7,5,1,1,4,5,1,0,6,polished_stone;clay_piggy_bank;clay_piggy_bank;cracked_die;polished_stone,684,full_house
3959,standard,3,grid-aware,budget,2,false,2,boss,27,1,1,1,0,1,3,6,5,2,1,0,1,1,0,0,polished_stone;clay_piggy_bank;triplet_master;stellar_alignment,360,large_straight
3960,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,1,1,1,1,0,1,0,0,1,,180,fives
3961,standard,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,0,2,2,2,1,0,0,2,1,1,1,cracked_die;polished_stone,715,yahtzee
3962,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,108,sixes
3963,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,2,1,1,0,0,0,0,0,triplet_master,126,sixes
3964,standard,3,grid-aware,budget,3,false,3,boss,40,4,0,0,0,0,2,4,6,0,3,4,5,1,0,2,cracked_die;polished_stone;triplet_master;triplet_master;polished_stone,2224,four_of_a_kind
3965,standard,3,grid-aware,budget,1,false,1,boss,8,0,0,0,0,2,2,2,2,0,1,1,1,0,0,1,clay_piggy_bank;polished_stone;polished_stone,246,sixes
3966,standard,3,grid-aware,budget,3,false,3,boss,39,3,0,0,0,4,2,5,6,0,2,2,4,1,1,1,polished_stone;cracked_die;cracked_die;polished_stone;triplet_master,960,yahtzee
3967,standard,3,grid-aware,budget,2,false,2,big,18,2,0,0,0,2,3,5,5,0,0,0,1,0,0,1,cracked_die;cracked_die;cracked_die;triplet_master,360,fives
3968,standard,3,grid-aware,budget,2,false,2,boss,22,2,1,0,0,1,2,5,6,1,0,2,3,0,0,2,polished_stone;polished_stone;clay_piggy_bank,376,full_house
3969,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,2,2,2,0,0,0,1,0,0,0,clay_piggy_bank,144,sixes
3970,standard,3,grid-aware,budget,2,false,2,big,25,1,0,0,0,0,1,3,4,0,1,1,3,1,0,2,triplet_master;clay_piggy_bank;cracked_die;polished_stone;cracked_die,497,full_house
3971,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,108,sixes
3972,standard,3,grid-aware,budget,2,false,2,big,29,1,0,0,0,1,1,2,5,1,2,1,2,1,1,1,clay_piggy_bank;clay_piggy_bank;triplet_master;polished_stone;triplet_master,360,yahtzee
3973,standard,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,0,1,3,2,0,1,0,2,0,0,3,polished_stone,189,small_straight
3974,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,2,2,2,0,0,0,1,0,0,0,,129,small_straight
3975,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,126,sixes
3976,standard,3,grid-aware,budget,1,false,1,big,3,3,0,1,0,1,0,2,2,0,1,0,0,0,0,1,clay_piggy_bank,144,sixes
3977,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,2,0,2,2,0,0,0,0,0,0,2,clay_piggy_bank,144,sixes
3978,standard,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,0,2,2,3,1,0,0,2,1,0,1,cracked_die,215,small_straight
3979,standard,3,grid-aware,budget,2,false,2,small,13,5,0,0,0,0,3,2,3,0,3,2,1,0,0,1,clay_piggy_bank;triplet_master,288,four_of_a_kind
3980,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,2,1,0,0,0,0,0,1,triplet_master,126,sixes
3981,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,0,2,2,1,1,0,0,0,0,1,clay_piggy_bank,144,sixes
3982,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,1,2,0,0,1,1,0,0,1,,184,full_house
3983,standard,3,grid-aware,budget,1,false,1,boss,9,1,0,0,0,1,1,2,3,0,0,1,1,1,0,0,cracked_die;clay_piggy_bank,348,full_house
3984,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,2,2,2,1,0,1,0,0,0,0,0,,200,fives
3985,standard,3,grid-aware,budget,3,false,3,big,33,5,0,0,0,3,3,7,7,0,0,2,5,0,1,2,cracked_die;cracked_die;clay_piggy_bank;cracked_die;cracked_die,880,fives
3986,standard,3,grid-aware,budget,3,false,3,big,41,13,2,0,0,0,3,6,6,0,1,4,3,0,0,2,polished_stone;cracked_die;cracked_die;clay_piggy_bank;cracked_die,969,full_house
3987,standard,3,grid-aware,budget,2,false,2,big,18,2,0,0,0,0,3,4,3,1,3,0,3,0,0,0,triplet_master;polished_stone;cracked_die;triplet_master,910,four_of_a_kind
3988,standard,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,2,3,3,3,0,0,0,1,0,0,0,polished_stone;polished_stone,165,small_straight
3989,standard,3,grid-aware,budget,3,false,3,boss,40,4,0,0,0,1,2,4,8,2,0,4,3,1,0,2,polished_stone;polished_stone;cracked_die;cracked_die;polished_stone,1170,full_house
3990,standard,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,0,3,2,3,0,0,0,1,1,0,2,cracked_die;triplet_master,385,large_straight
3991,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,1,2,1,0,1,0,0,0,1,clay_piggy_bank,216,full_house
3992,standard,3,grid-aware,budget,2,false,2,boss,23,3,0,0,0,1,2,5,4,2,1,0,3,1,0,1,polished_stone;cracked_die;triplet_master;cracked_die;cracked_die,600,three_of_a_kind
3993,standard,3,grid-aware,budget,2,false,2,boss,25,1,0,0,0,4,4,4,6,0,0,2,1,1,0,2,cracked_die;triplet_master;clay_piggy_bank;cracked_die;triplet_master,550,large_straight
3994,standard,3,grid-aware,budget,4,false,4,small,42,6,0,0,2,1,3,7,7,1,1,3,6,0,2,1,polished_stone;polished_stone;polished_stone;cracked_die;polished_stone,1560,yahtzee
3995,standard,3,grid-aware,budget,2,false,2,boss,23,3,0,0,0,2,2,5,6,2,1,0,1,1,0,0,polished_stone;triplet_master;cracked_die;triplet_master;cracked_die,684,four_of_a_kind
3996,standard,3,grid-aware,budget,1,false,1,boss,8,0,0,0,0,1,0,3,3,1,0,0,2,0,0,1,polished_stone;clay_piggy_bank;clay_piggy_bank,186,sixes
3997,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,108,sixes
3998,standard,3,grid-aware,budget,1,false,1,boss,11,3,0,0,0,1,0,3,3,1,0,2,0,0,0,2,clay_piggy_bank;triplet_master;clay_piggy_bank,212,full_house
3999,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,1,2,2,0,0,0,2,0,0,1,,129,small_straight
4000,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,126,sixes
4001,standard,3,grid-aware,budget,2,false,2,big,24,4,0,0,0,2,2,5,4,1,1,1,1,1,0,1,clay_piggy_bank;cracked_die;clay_piggy_bank;clay_piggy_bank;triplet_master,360,large_straight
4002,standard,3,grid-aware,budget,2,false,2,big,19,3,0,0,0,1,2,3,3,0,2,1,3,1,0,0,triplet_master;triplet_master;triplet_master;cracked_die;polished_stone,540,four_of_a_kind
4003,standard,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,2,1,3,3,1,0,1,1,0,0,0,polished_stone;triplet_master,189,small_straight
4004,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,2,2,0,0,0,2,0,0,0,clay_piggy_bank,144,sixes
4005,standard,3,grid-aware,budget,2,false,2,big,22,2,1,1,0,0,1,2,4,2,1,3,2,0,0,1,polished_stone;clay_piggy_bank;clay_piggy_bank;clay_piggy_bank,416,full_house
4006,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,0,2,2,1,1,0,0,0,0,1,clay_piggy_bank,144,sixes
4007,standard,3,grid-aware,budget,1,false,1,big,4,0,0,0,0,0,2,1,2,0,0,1,0,0,0,1,polished_stone,152,full_house
4008,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,2,0,2,2,1,0,0,0,0,0,1,polished_stone,186,sixes
4009,standard,3,grid-aware,budget,3,false,3,big,33,5,1,0,0,1,2,6,7,1,2,0,4,1,1,2,cracked_die;cracked_die;triplet_master;triplet_master;polished_stone,1260,four_of_a_kind
4010,standard,3,grid-aware,budget,1,false,1,boss,8,4,0,0,0,1,1,3,3,2,0,1,0,0,0,0,triplet_master,224,three_of_a_kind
4011,standard,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,0,0,3,2,1,3,0,1,1,0,1,triplet_master;triplet_master,405,four_of_a_kind
4012,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,1,0,0,0,0,0,0,,108,sixes
4013,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,2,2,1,0,0,1,0,0,0,clay_piggy_bank,126,sixes
4014,standard,3,grid-aware,budget,1,false,1,boss,8,0,0,0,0,0,1,3,3,0,1,1,2,0,0,1,clay_piggy_bank;triplet_master;triplet_master,232,full_house
4015,standard,3,grid-aware,budget,3,false,3,big,42,14,3,0,0,1,6,5,7,0,0,2,3,3,0,3,triplet_master;triplet_master;polished_stone;clay_piggy_bank;polished_stone,584,full_house
4016,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,1,2,2,2,0,0,1,0,0,0,clay_piggy_bank,144,sixes
4017,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,2,2,1,0,0,1,0,0,0,triplet_master,129,small_straight
4018,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,1,1,0,0,0,0,1,0,0,0,,117,small_straight
4019,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,1,2,2,1,1,0,1,0,0,0,triplet_master,144,sixes
4020,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,2,2,0,0,0,0,0,0,2,clay_piggy_bank,144,sixes
4021,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,108,sixes
4022,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,108,sixes
4023,standard,3,grid-aware,budget,1,false,1,boss,12,0,0,0,0,1,2,1,2,0,1,0,2,2,0,1,clay_piggy_bank;cracked_die;clay_piggy_bank,220,large_straight
4024,standard,3,grid-aware,budget,3,false,3,big,44,8,1,1,0,1,2,4,8,1,1,2,4,1,0,3,cracked_die;clay_piggy_bank;cracked_die;cracked_die;clay_piggy_bank,980,large_straight
4025,standard,3,grid-aware,budget,2,false,2,boss,27,7,0,0,0,1,0,5,6,0,2,2,2,0,0,2,polished_stone;triplet_master;cracked_die;clay_piggy_bank;triplet_master,684,four_of_a_kind
4026,standard,3,grid-aware,budget,1,false,1,boss,8,0,0,0,0,0,0,2,3,2,0,0,2,1,0,1,cracked_die;clay_piggy_bank,240,large_straight
4027,standard,3,grid-aware,budget,1,false,1,boss,9,1,0,0,0,0,2,1,3,0,1,0,1,1,0,1,triplet_master;clay_piggy_bank;cracked_die,360,four_of_a_kind
4028,standard,3,grid-aware,budget,1,false,1,big,4,0,0,0,0,0,1,2,1,0,0,1,0,0,0,2,polished_stone,196,full_house
4029,standard,3,grid-aware,budget,1,false,1,boss,8,0,0,0,0,0,1,3,3,0,0,0,3,1,0,0,cracked_die;cracked_die;clay_piggy_bank,240,large_straight
4030,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,2,2,1,0,0,0,1,0,0,1,triplet_master,120,fives
4031,standard,3,grid-aware,budget,1,false,1,big,4,0,0,0,0,0,1,2,2,0,0,1,1,0,0,0,triplet_master;triplet_master,152,full_house
4032,standard,3,grid-aware,budget,3,false,3,big,72,40,9,1,0,0,3,6,8,1,1,2,4,1,0,1,clay_piggy_bank;cracked_die;polished_stone;clay_piggy_bank;clay_piggy_bank,735,large_straight
4033,standard,3,grid-aware,budget,3,false,3,boss,58,26,6,0,0,1,3,8,9,1,0,2,4,1,0,6,triplet_master;cracked_die;clay_piggy_bank;polished_stone;cracked_die,585,fives
4034,standard,3,grid-aware,budget,3,false,3,boss,42,6,1,0,2,2,2,3,4,0,2,3,2,1,2,3,cracked_die;triplet_master;polished_stone;cracked_die;triplet_master,1530,yahtzee
4035,standard,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,2,1,3,3,0,0,0,2,0,0,1,polished_stone;clay_piggy_bank,234,sixes
4036,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,108,sixes
4037,standard,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,0,3,2,3,1,2,0,1,0,0,0,polished_stone;clay_piggy_bank,189,small_straight
4038,standard,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,2,2,2,3,1,0,0,1,0,0,1,cracked_die;polished_stone,184,chance
4039,standard,3,grid-aware,budget,1,false,1,big,4,0,0,0,0,0,1,2,2,0,0,0,2,0,0,0,triplet_master,144,sixes
4040,standard,3,grid-aware,budget,2,false,2,small,20,4,0,0,0,2,1,2,3,3,1,0,0,1,1,0,triplet_master;clay_piggy_bank;clay_piggy_bank;triplet_master,420,yahtzee
4041,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,1,2,2,1,0,0,1,0,0,1,clay_piggy_bank,126,sixes
4042,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,2,0,1,2,1,0,0,2,0,0,0,triplet_master,126,sixes
4043,standard,3,grid-aware,budget,3,false,3,boss,54,18,3,0,2,4,1,8,7,1,1,1,4,5,0,0,cracked_die;clay_piggy_bank;clay_piggy_bank;polished_stone;cracked_die,720,large_straight
4044,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,2,2,2,0,0,0,1,0,0,0,clay_piggy_bank,129,small_straight
4045,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,0,2,2,0,2,0,1,0,0,1,,108,sixes
4046,standard,3,grid-aware,budget,2,false,2,boss,21,1,0,0,0,1,4,5,3,1,0,3,2,2,0,1,cracked_die;polished_stone;triplet_master;triplet_master,540,large_straight
4047,standard,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,0,0,3,3,2,0,2,0,2,0,0,polished_stone,300,large_straight
4048,standard,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,3,1,2,3,1,0,0,2,0,0,0,cracked_die;triplet_master,215,small_straight
4049,standard,3,grid-aware,budget,3,false,3,boss,37,5,0,0,1,1,4,5,8,1,2,3,1,3,0,1,triplet_master;triplet_master;polished_stone;cracked_die;triplet_master,1826,four_of_a_kind
4050,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,2,2,2,1,0,0,0,0,0,0,clay_piggy_bank,144,sixes
4051,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,126,sixes
4052,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,2,2,0,0,0,1,0,0,1,,129,small_straight
4053,standard,3,grid-aware,budget,3,false,3,boss,38,6,2,0,0,2,6,8,6,0,4,0,1,3,0,1,triplet_master;cracked_die;polished_stone;cracked_die;triplet_master,1260,four_of_a_kind
4054,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,108,sixes
4055,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,2,1,0,0,1,0,0,0,clay_piggy_bank,144,sixes
4056,standard,3,grid-aware,budget,1,false,1,big,4,0,0,0,0,0,2,2,2,0,0,0,1,0,0,0,triplet_master;clay_piggy_bank,144,sixes
4057,standard,3,grid-aware,budget,1,false,1,boss,8,0,0,0,0,3,1,2,2,0,1,0,1,0,0,1,triplet_master;cracked_die;clay_piggy_bank,396,four_of_a_kind
4058,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,108,sixes
4059,standard,3,grid-aware,budget,2,false,2,boss,22,2,0,0,1,1,2,3,6,0,1,1,3,0,0,3,polished_stone;polished_stone;cracked_die;polished_stone;triplet_master,515,small_straight
4060,standard,3,grid-aware,budget,2,false,2,big,23,3,0,0,0,1,1,5,4,1,2,2,3,0,0,1,clay_piggy_bank;polished_stone;clay_piggy_bank;clay_piggy_bank;clay_piggy_bank,234,sixes
4061,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,144,sixes
4062,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,1,2,1,1,1,0,0,0,0,2,,144,sixes
4063,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,144,sixes
4064,standard,3,grid-aware,budget,2,false,2,boss,24,4,0,0,0,2,3,5,6,1,0,0,3,2,0,0,polished_stone;cracked_die;clay_piggy_bank;polished_stone;triplet_master,665,large_straight
4065,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,2,2,1,0,0,1,0,0,0,clay_piggy_bank,144,sixes
4066,standard,3,grid-aware,budget,1,false,1,boss,9,1,0,0,0,0,2,3,3,0,1,1,1,1,0,0,clay_piggy_bank;cracked_die,216,large_straight
4067,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,2,1,0,0,0,0,0,1,clay_piggy_bank,144,sixes
4068,standard,3,grid-aware,budget,2,false,2,boss,25,1,0,0,1,1,1,3,5,2,1,1,3,3,0,0,cracked_die;clay_piggy_bank;triplet_master;triplet_master;cracked_die,760,four_of_a_kind
4069,standard,3,grid-aware,budget,1,false,1,boss,11,3,0,0,0,1,1,3,3,1,1,0,2,0,0,0,clay_piggy_bank;clay_piggy_bank;clay_piggy_bank,144,sixes
4070,standard,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,1,2,3,2,1,0,0,1,1,0,1,polished_stone,220,fives
4071,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,2,1,1,0,1,1,1,0,0,0,clay_piggy_bank,176,full_house
4072,standard,3,grid-aware,budget,3,false,3,small,37,9,0,0,0,1,3,3,6,2,2,1,0,2,0,2,polished_stone;clay_piggy_bank;triplet_master;polished_stone;clay_piggy_bank,1390,four_of_a_kind
4073,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,2,1,0,0,0,0,0,1,clay_piggy_bank,126,sixes
4074,standard,3,grid-aware,budget,1,false,1,big,4,0,0,0,0,0,2,1,2,0,1,0,1,0,0,0,triplet_master,132,four_of_a_kind
4075,standard,3,grid-aware,budget,1,false,1,big,4,4,0,0,0,0,0,2,2,0,1,0,2,0,0,0,,132,four_of_a_kind
4076,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,2,1,1,1,0,1,0,0,0,triplet_master,132,four_of_a_kind
4077,standard,3,grid-aware,budget,3,false,3,big,37,5,1,0,0,2,3,2,5,2,1,4,2,0,0,2,polished_stone;triplet_master;cracked_die;triplet_master;polished_stone,1260,four_of_a_kind
4078,standard,3,grid-aware,budget,3,false,3,big,42,6,1,0,0,1,3,6,6,4,0,2,3,2,0,1,clay_piggy_bank;cracked_die;cracked_die;cracked_die;clay_piggy_bank,825,large_straight
4079,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,2,0,1,0,0,0,0,1,clay_piggy_bank,126,sixes
4080,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,0,2,2,1,0,0,1,0,0,1,clay_piggy_bank,144,sixes
4081,standard,3,grid-aware,budget,2,false,2,big,15,3,0,0,0,1,3,5,5,0,2,1,2,1,0,0,triplet_master;polished_stone;triplet_master;triplet_master,1764,four_of_a_kind
4082,standard,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,2,1,3,3,0,0,0,1,0,0,2,polished_stone,144,sixes
4083,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,108,sixes
4084,standard,3,grid-aware,budget,3,false,3,boss,36,4,0,0,1,2,3,6,9,1,1,1,2,1,0,4,polished_stone;cracked_die;polished_stone;triplet_master;cracked_die,679,full_house
4085,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,2,2,0,0,0,1,0,0,1,clay_piggy_bank,126,sixes
4086,standard,3,grid-aware,budget,2,false,2,small,13,1,0,0,0,2,2,4,4,1,0,0,1,1,0,0,cracked_die;clay_piggy_bank,360,large_straight
4087,standard,3,grid-aware,budget,1,false,1,boss,8,0,0,0,0,1,3,1,1,0,1,1,0,0,0,3,triplet_master;polished_stone,396,four_of_a_kind
4088,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,108,sixes
4089,standard,3,grid-aware,budget,3,false,3,boss,79,43,9,1,0,0,0,5,6,1,1,5,2,1,2,4,clay_piggy_bank;cracked_die;cracked_die;polished_stone;clay_piggy_bank,1200,yahtzee
4090,standard,3,grid-aware,budget,1,false,1,big,4,0,0,0,0,0,1,1,2,0,1,0,2,0,0,0,clay_piggy_bank,132,four_of_a_kind
4091,standard,3,grid-aware,budget,2,false,2,boss,29,9,0,0,0,1,3,5,6,0,1,1,2,0,0,2,cracked_die;polished_stone;triplet_master;clay_piggy_bank;clay_piggy_bank,483,full_house
4092,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,2,2,0,0,0,1,0,0,1,,129,small_straight
4093,standard,3,grid-aware,budget,2,false,2,boss,21,1,0,0,0,2,2,4,6,0,2,1,3,0,0,2,cracked_die;triplet_master;polished_stone;cracked_die;triplet_master,441,small_straight
4094,standard,3,grid-aware,budget,3,false,3,big,40,8,1,0,0,1,1,7,6,2,2,2,4,0,0,3,cracked_die;clay_piggy_bank;triplet_master;cracked_die;cracked_die,689,full_house
4095,standard,3,grid-aware,budget,1,false,1,boss,8,0,0,0,0,0,1,3,2,2,1,1,0,0,0,1,triplet_master;triplet_master;clay_piggy_bank,288,four_of_a_kind
4096,standard,3,grid-aware,budget,2,false,2,boss,20,0,0,0,0,5,2,3,5,0,1,2,0,2,0,3,triplet_master;polished_stone;triplet_master;triplet_master;polished_stone,396,four_of_a_kind
4097,standard,3,grid-aware,budget,3,false,3,small,36,8,1,0,0,0,1,6,6,2,1,1,3,1,1,0,polished_stone;triplet_master;triplet_master;clay_piggy_bank;cracked_die,756,four_of_a_kind
4098,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,1,0,1,1,0,0,0,1,clay_piggy_bank,164,full_house
4099,standard,3,grid-aware,budget,1,false,1,big,4,4,0,0,0,0,1,2,2,0,1,0,1,0,0,0,,132,four_of_a_kind
4100,standard,3,grid-aware,budget,1,false,1,boss,8,0,0,0,0,1,1,2,3,0,1,0,3,0,0,1,clay_piggy_bank;clay_piggy_bank;triplet_master,144,sixes
4101,standard,3,grid-aware,budget,2,false,2,big,19,3,0,0,0,3,1,3,5,1,1,3,0,0,0,1,polished_stone;triplet_master;clay_piggy_bank;triplet_master,296,full_house
4102,standard,3,grid-aware,budget,3,false,3,big,39,11,2,0,0,2,3,5,6,3,1,2,1,0,1,1,polished_stone;triplet_master;cracked_die;clay_piggy_bank;cracked_die,1040,yahtzee
